year,ticker,date,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,netIncome_cf,depreciationAndAmortization_cf,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cf,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2023,PINS,2023/12/31,FY,3055071000,688760000,2366311000,1068416000,512407000,908417000,1423573000,0,2488190000,3176950000,105439000,0,21509000,-104169000,-125678000,109238000,-16440000,19170000,-35610000,-0.01165603,1361936000,1149148000,2511084000,763159000,0,64316000,3338559000,124344000,100227000,17235000,117462000,0,0,14040000,255846000,0,3594405000,79058000,35666000,0,0,202366000,317090000,160616000,0,0,26019000,186635000,0,196282000,503725000,0,7000,-2150268000,-1013000,5241954000,3090680000,3090680000,3594405000,0,3594405000,1149148000,196282000,-1165654000,-35610000,21509000,0,647860000,-126668000,-80782000,0,-9261000,-36625000,105870000,612961000,-8063000,0,-1308020000,1279090000,0,-36993000,0,0,-835019000,0,8256000,-826763000,1667000,-249128000,1368532000,1617660000,612961000,-8063000,604898000
2022,PINS,2022/12/31,FY,2802574000,678597000,2123977000,948980000,343541000,933133000,1276674000,-14502000,2225654000,2904251000,30943000,15210000,46489000,-55188000,-101677000,15733000,-85944000,10103000,-96047000,-0.034270995,1611063000,1087164000,2698227000,681532000,0,74918000,3454677000,265828000,100227000,24595000,124822000,5530000,-5530000,17403000,408053000,0,3862730000,87920000,50274000,0,0,242337000,380531000,357388000,0,0,-156843000,200545000,0,228968000,581076000,0,7000,-2114658000,-11419000,5407724000,3281654000,3281654000,3862730000,0,3862730000,1087164000,228968000,-1382095000,-96047000,46489000,0,497123000,35526000,-28856000,0,70777000,-6395000,-13889000,469202000,-28984000,-86059000,-1028480000,1015278000,-13202000,-128245000,0,0,-161809000,0,12882000,-148927000,-1434000,190596000,1617660000,1427064000,469202000,-28984000,440218000
2021,PINS,2021/12/31,FY,2578027000,529320000,2048707000,780264000,300977000,641279000,942256000,-8291000,1722520000,2251840000,4204000,9420000,27500000,353687000,326187000,-5216000,320971000,4533000,316438000,0.122744254,1419630000,1060488000,2480118000,653355000,0,48090000,3181563000,281313000,40208000,20907000,61115000,6297000,-6297000,13247000,355675000,0,3537238000,17675000,41693000,0,0,200438000,259806000,418362000,0,0,-179673000,238689000,0,250874000,498495000,0,7000,-2018611000,-2181000,5059528000,3038743000,3038743000,3537238000,0,3537238000,1060488000,209181000,-1210449000,316438000,27500000,0,415382000,-61320000,-88862000,0,-33451000,60993000,54907000,752907000,-9031000,-36914000,-1104087000,1124174000,20087000,-25858000,0,23912000,0,0,22162000,22162000,-1058000,748153000,1427064000,678911000,752907000,-9031000,743876000
2020,PINS,2020/12/31,FY,1692658000,449358000,1243300000,606194000,336803000,442807000,779610000,0,1385804000,1835162000,16119000,635000,36988000,-89397000,-142504000,15484000,-127020000,1303000,-128323000,-0.075811534,669230000,1091076000,1760306000,563733000,0,67004000,2357541000,225291000,6905000,6657000,13562000,9110000,-9110000,13065000,251918000,0,2609459000,49491000,43633000,0,0,111707000,204831000,278642000,0,0,-116385000,162257000,0,182954000,367088000,0,6000,-2335049000,2480000,4574934000,2242371000,2242371000,2609459000,0,2609459000,1091076000,139321000,-529909000,-128323000,36988000,0,321020000,-211939000,-253173000,-16385000,15721000,41898000,11080000,28826000,-17401000,0,-1216260000,1185722000,316000,-47623000,0,0,-56894000,0,76532000,19638000,327000,1168000,678911000,677743000,28826000,-17401000,11425000
2024,TLRY,2024/05/31,FY,788942000,565591000,223351000,635000,171556000,79166000,250722000,146739000,398096000,963687000,12831000,49264000,126913000,-72843000,-174745000,-74275000,-249020000,-26616000,-244981000,-0.310518391,228340000,32182000,260522000,101695000,252087000,63406000,677710000,574348000,2008884000,915469000,2924353000,7859000,113630000,151025000,3657585000,-113630000,4221665000,105392000,38960000,4092000,0,150726000,299170000,348357000,113630000,130870000,113720000,592947000,-113630000,65513000,778487000,0,83000,-2660488000,-43499000,6146810000,3442906000,3443178000,4221665000,272000,4221665000,40041000,387317000,158977000,-222404000,126913000,-38872000,0,-8872000,0,0,0,-8872000,112330000,-30905000,-29249000,-60626000,0,0,218224000,128349000,-80906000,8619000,0,0,-2900000,-75187000,-549000,21708000,228340000,206632000,-30905000,-29249000,-60154000
2023,TLRY,2023/05/31,FY,627124000,480164000,146960000,682000,165159000,65777000,230936000,-66909000,325107000,805271000,33025000,13587000,130149000,-889521000,-1369685000,-80496000,-1450181000,-7181000,-1443000000,-2.300980348,206632000,241897000,448529000,86227000,200551000,37722000,773029000,435608000,2008843000,973785000,2982628000,12371000,103401000,222000,3534230000,0,4307259000,70819000,224262000,14934000,119863000,122964000,432979000,365869000,0,167364000,11104000,544337000,0,10359000,977316000,0,66000,-2415507000,-46610000,5777743000,3315692000,3329943000,4307259000,14251000,4307259000,254268000,590131000,383499000,-1443000000,130149000,-31953000,39595000,14400000,4168000,-12934000,20044000,3122000,1298715000,7906000,-20800000,-26718000,-241897000,289415000,-285111000,-285111000,-58246000,0,0,0,0,70158000,-2230000,-209277000,206632000,415909000,7906000,-20800000,-12894000
2022,TLRY,2022/05/31,FY,628372000,511555000,116817000,1518000,162801000,65860000,228661000,115191000,345370000,856925000,11736000,39680000,115191000,-246402000,153295000,169727000,-440674000,-6542000,-434132000,-0.690883744,415909000,0,415909000,95279000,245529000,46786000,803503000,600495000,2641305000,1277875000,3919180000,15002000,0,111514000,4646191000,0,5449694000,68604000,92649000,6150000,0,112939000,280342000,531157000,0,196638000,191000,727986000,0,18032000,1008328000,0,53000,-962851000,-20764000,5382367000,4398805000,4441366000,5449694000,42561000,5449694000,15002000,623806000,207897000,-434132000,154592000,-27538000,35994000,-91771000,-5842000,-45749000,-44652000,4472000,185593000,-177262000,-34064000,326000,0,0,12205000,-21533000,-123546000,262509000,-8686000,-7484000000,-2081000,128196000,-1958000,-72557000,415909000,488466000,-177262000,-34064000,-211326000
2021,TLRY,2021/05/31,FY,513085000,389903000,123182000,830000,111575000,44115000,155690000,35221000,191741000,581644000,2926000,30903000,35221000,-218358000,-4947000,-212815000,-344986000,-8972000,-336014000,-0.654889541,488466000,0,488466000,89794000,256429000,48920000,883609000,668965000,2832794000,1605918000,4438712000,25791000,0,8285000,5141753000,0,6025362000,57706000,49603000,14764000,155107000,279168000,401241000,889056000,0,265845000,3907000,1158808000,0,58210000,1560049000,0,46000,-486050000,152668000,4792406000,4459070000,4465313000,6025362000,6243000,6025362000,25791000,938659000,450193000,-336014000,67832000,-24873000,17351000,-50935000,-23512000,-35286000,14501000,-6638000,281922000,-44717000,-38874000,66608000,6608000,8430000,3333000,46105000,45509000,102550000,0,0,-23751000,124308000,2124000,127820000,488466000,360646000,-44717000,-38874000,-83591000
2020,TLRY,2020/05/31,FY,390996128,253313819,137682309,1851384,88299076,29923507,118222584,15678372,135752341,389066161,5788460,24783176,15678372,-18398939,51483342,-5176000,-58192448.83,2823938,-61016387.06,-0.156053686,358469291,0,358469291,57004000,190560678,24196000,651220918,423311729,445495901,261729400,707225302,19477027,-1.19E-06,1.1920928955078125e-06,1150014058,0,1801234977,41159000,7484000,4621251,650291,65728749,122835184,294660000,-5652000,60175766,0,353057884,0,5181000,475893069,1.1721761226654053,1331539143,-44132596.05,-914878.1244,1425498502,1306736502,1325341907,1801234977,18605405,1801234977,19477027,300321541,-58147750,-61016387.06,35521639,-1962409.972,18079000,-82957601.27,-24734151.85,-90254277,43087227,-11056399.43,-2237089.214,-96430605.52,-95469586.97,-25032622.72,-436171.2098,33231199,20108574,-67598607.14,52293000,74395000,0,0,53151237,125404629,-9.83E-07,-38624583,358469291,397093874,-96430605.52,-95469586.97,-191900192.5
2024,WBA,2024/08/31,FY,1.47658E+11,1.21134E+11,26524000000,0,0,0,28113000000,12487000000,40600000000,1.61734E+11,0,482000000,2459000000,-11278000000,-14076000000,-143000000,-14219000000,1246000000,-8636000000,-0.058486503,1319000000,1790000000,3109000000,5851000000,8320000000,1055000000,18335000000,30108000000,15506000000,12973000000,28479000000,2274000000,-6000000,1841000000,62702000000,0,81037000000,14082000000,2456000000,312000000,0,10103000000,26953000000,29882000000,0,1195000000,10827000000,41904000000,0,24294000000,68857000000,0,12000000,23348000000,-2898000000,-10017000000,10445000000,12180000000,81037000000,1735000000,81037000000,4064000000,32852000000,31533000000,-15448000000,2459000000,917000000,182000000,-486000000,-464000000,-31000000,1409000000,-1400000000,13394000000,1018000000,-1381000000,-402000000,0,0,3661000000,1878000000,889000000,0,-69000000,-1260000000,-98000000,-538000000,4000000,2362000000,3218000000,856000000,1018000000,-1381000000,-363000000
2023,WBA,2023/08/31,FY,1.39081E+11,1.12009E+11,27072000000,0,0,0,34205000000,-251000000,33954000000,1.45963E+11,0,580000000,2257000000,3479000000,-6882000000,1463000000,-5386000000,1858000000,-3080000000,-0.022145369,728000000,11000000,739000000,5381000000,8257000000,1126000000,15503000000,33253000000,28187000000,13635000000,41822000000,3497000000,0,2553000000,81125000000,0,96628000000,12635000000,3265000000,209000000,0,8426000000,24535000000,30269000000,6261000000,1318000000,5755000000,43603000000,0,24471000000,68138000000,0,12000000,33058000000,-2993000000,-10056000000,20021000000,28490000000,96628000000,8469000000,96628000000,3508000000,33534000000,32806000000,-3528000000,2257000000,-2371000000,385000000,7444000000,72000000,287000000,1243000000,5842000000,-1929000000,2258000000,-2117000000,-7313000000,3622000000,-1855000000,4569000000,-3094000000,-2703000000,0,-150000000,-1659000000,3625000000,-887000000,20000000,-1702000000,856000000,2558000000,2258000000,-2117000000,141000000
2022,WBA,2022/08/31,FY,1.32703E+11,1.04437E+11,28266000000,0,0,0,27295000000,-416000000,26879000000,1.31316E+11,0,400000000,1990000000,4955000000,1387000000,2649000000,4036000000,30000000,4337000000,0.032682004,1358000000,1114000000,2472000000,5017000000,8353000000,974000000,16902000000,32988000000,22280000000,10730000000,33010000000,5495000000,1442000000,287000000,73222000000,0,90124000000,11255000000,3345000000,84000000,0,7899000000,22583000000,33031000000,0,1442000000,2660000000,37133000000,0,24702000000,59716000000,0,12000000,37801000000,-2805000000,-9733000000,29366000000,30408000000,90124000000,1042000000,90124000000,6609000000,35477000000,34119000000,4065000000,1990000000,-366000000,391000000,495000000,808000000,-433000000,244000000,-124000000,-2676000000,3899000000,-1734000000,-2189000000,233000000,-559000000,3185000000,-1064000000,2007000000,0,-187000000,-1659000000,-1660000000,-1499000000,-47000000,1288000000,2558000000,1270000000,3899000000,-1734000000,2165000000
2021,WBA,2021/08/31,FY,1.32509E+11,1.04442E+11,28067000000,0,0,0,24586000000,1139000000,25725000000,1.30167E+11,0,905000000,1973000000,5958000000,2342000000,280000000,2622000000,667000000,2542000000,0.019183603,1193000000,634000000,1193000000,5663000000,8159000000,799000000,15814000000,34140000000,12421000000,9936000000,22357000000,6987000000,1850000000,137000000,65471000000,0,81285000000,11136000000,3565000000,94000000,7355000000,7259000000,22054000000,30802000000,319000000,1850000000,2439000000,35409000000,0,25386000000,57463000000,0,12000000,35121000000,-2109000000,-9605000000,23822000000,24224000000,81285000000,402000000,81285000000,6987000000,33392000000,32199000000,2512000000,1973000000,233000000,155000000,428000000,-1451000000,165000000,842000000,872000000,254000000,5555000000,-1379000000,4096000000,321000000,-321000000,1355000000,4072000000,-3440000000,0,-110000000,-1617000000,-3869000000,-9036000000,-66000000,524000000,1270000000,746000000,5555000000,-1379000000,4176000000
2020,WBA,2020/08/31,FY,1.21982E+11,95905000000,26077000000,0,0,0,25436000000,-341000000,25095000000,1.21E+11,0,613000000,1927000000,2843000000,982000000,-505000000,477000000,339000000,456000000,0.003738257,516000000,0,516000000,3010000000,9451000000,6615000000,18073000000,35066000000,15268000000,10753000000,26021000000,7338000000,1498000000,-822000000,69101000000,0,87174000000,10145000000,5657000000,110000000,6649000000,11158000000,27070000000,35004000000,0,1498000000,3965000000,38968000000,0,25167000000,66038000000,0,12000000,34210000000,-3771000000,-9814000000,21136000000,21634000000,87174000000,498000000,87174000000,7338000000,40140000000,39624000000,424000000,1927000000,-43000000,137000000,941000000,163000000,63000000,-25000000,740000000,2098000000,5484000000,-1374000000,-718000000,0,0,795000000,-1297000000,-1208000000,0,-1589000000,-1747000000,-103000000,-4647000000,-1000000,-461000000,746000000,1207000000,5484000000,-1374000000,4110000000
2024,MGM,2024/12/31,FY,17240545000,9393541000,7847004000,0,4825313000,0,4825313000,1531235000,6356548000,15750089000,0,443230000,831097000,2391392000,1490456000,-373391000,1117065000,52457000,746558000,0.043302459,2415532000,0,2415532000,1328926000,140559000,478582000,4363599000,29728446000,5145004000,1715381000,6860385000,380626000,39591000,858980000,37868028000,0,42231627000,412662000,172212000,382842000,596430000,1787537000,3351683000,31438237000,0,2811663000,910088000,35159988000,0,25248351000,38511671000,0,2944000,3081753000,-61216000,0,3023481000,3719956000,42231627000,696475000,42231627000,380626000,31610449000,29194917000,1064608000,831097000,-85116000,80224000,-237405000,-157662000,1275000,-107395000,26377000,709087000,2362495000,-1150589000,-113882000,0,0,-18692000,-1283163000,29416000,0,-1357890000,0,-235807000,-1564281000,-26883000,-511832000,2503064000,3014896000,2362495000,-1150589000,1211906000
2023,MGM,2023/12/31,FY,16164249000,8553562000,7610687000,0,4914056000,299000000,5213471000,505719000,5719190000,14227012000,0,460293000,814128000,2747184000,1891497000,-418734000,1472763000,157839000,1142180000,0.070660876,2927833000,0,2927833000,1070579000,141678000,770503000,4910593000,29477009000,5165694000,1724582000,6890276000,240803000,0,849867000,37457955000,0,42368548000,461718000,144327000,390890000,566222000,1562911000,3126068000,31471274000,0,2860997000,542708000,34874979000,0,25211618000,38001047000,0,3266000,3664008000,143896000,0,3811170000,4367501000,42368548000,556331000,42368548000,240803000,31615601000,28687768000,1314924000,814128000,-117278000,73607000,152951000,-132288000,-15524000,410131000,-109368000,452445000,2690777000,-931813000,-122058000,0,0,339696000,-714175000,-2382906000,0,-2291917000,0,-329808000,-5004631000,-19401000,-3021492000,3014896000,6036388000,2690777000,-931813000,1758964000
2022,MGM,2022/12/31,FY,13127485000,6652983000,6474502000,0,4226617000,235000000,4226617000,3961168000,8187785000,14840768000,519954000,594954000,3919653000,1766891000,-1814115000,-535573000,903799000,697068000,206731000,0.015747952,5911893000,0,5911893000,925165000,126065000,1191569000,8154692000,29754857000,5029312000,1551252000,6580564000,173039000,0,1029054000,37537514000,0,45692206000,369817000,1412874000,211756000,612216000,1909229000,4515892000,32582116000,0,2969443000,256282000,35807841000,0,25275700000,40323733000,0,3791000,4794239000,33499000,0,4831529000,5368473000,45692206000,536944000,45692206000,173039000,33994990000,28083097000,206731000,3482050000,496189000,71296000,128198000,-211687000,-26627000,183839000,182673000,-2628002000,1756462000,-765067000,-2143904000,-254786000,254786000,5027152000,2118181000,-1070340000,0,-2775217000,-4048000,825303000,-3024302000,8926000,833329000,6036388000,5203059000,1756462000,-765067000,991395000
2021,MGM,2021/12/31,FY,9680140000,5030609000,4649531000,0,2507239000,121000000,2507239000,1578481000,4085720000,9116329000,738593000,799593000,1339527000,1714421000,631332000,-816895000,1461804000,253415000,1254370000,0.129581804,4703059000,0,4703059000,857777000,96374000,758972000,6416182000,25928298000,3480997000,3616385000,7097382000,967044000,0,490210000,34482934000,0,40899116000,286196000,1119371000,195973000,489432000,1351292000,3442264000,23573261000,0,2439364000,319914000,26332539000,0,11921835000,29774803000,0,4538000,4340588000,-24616000,1750135000,6070645000,11124313000,40899116000,5053668000,40899116000,967044000,24692632000,19989573000,1208389000,1150610000,241947000,65183000,142499000,-236182000,3107000,406018000,-30444000,-1435205000,1373423000,-490697000,-2016493000,-226889000,226889000,4050835000,1543645000,-1346442000,792851000,-1753509000,-4789000,-502206000,-2814095000,-1551000,101422000,5203059000,5101637000,1373423000,-490697000,882726000
2020,MGM,2020/12/31,FY,5162082000,3452711000,1709371000,0,2122333000,88000000,2122333000,1670788000,3793121000,7245832000,676380000,676380000,1393955000,558856000,-2083750000,-869045000,-1511479000,-191572000,-1319907000,-0.255692761,5101637000,0,5101637000,559917000,88323000,200782000,5950659000,22918785000,2091278000,3643748000,5735026000,1447043000,0,443421000,30544275000,0,36494934000,142523000,250868000,109100000,256193000,1097899000,1856583000,20766801000,0,2153016000,472084000,23391901000,0,8502153000,25248484000,0,4943000,3091007000,-30677000,3439453000,6504726000,11246450000,36494934000,4741724000,36494934000,1447043000,21017669000,15916032000,-1319907000,1210556000,18347000,106956000,-624463000,960099000,14705000,-1383017000,-216250000,-884532000,-1493043000,-270579000,-96925000,-96925000,96925000,2526808000,2159304000,2412721000,524704000,-353720000,-77606000,-402672000,2103427000,2345000,2772033000,5101637000,2329604000,-1493043000,-270579000,-1763622000
2024,NIO,2024/12/31,FY,65731559000,59238797000,6492762000,13037304000,11043337000,3408931000,14452268000,877263000,28366835000,87605632000,853728000,798363000,7700681000,-13925480000,-21874073000,-550451000,-22424524000,-22815000,-22657692000,-0.344700359,19328920000,2765312000,22094232000,11880100000,7087223000,20824488000,61886043000,40000533000,0,231643000,231643000,3126007000,0,2360386000,45718569000,0,1.07605E+11,34387266000,11086668000,400146000,4074895000,12362049000,62311024000,22736635000,3436962000,127467000,5485981000,31787045000,0,13255365000,94098069000,0,3660000,-1.13068E+11,582659000,1.18449E+11,5967023000,13506543000,1.07605E+11,7539520000,1.07605E+11,5891319000,33823303000,14494383000,-22401709000,7700681000,-84880000,1928512000,3611931000,-2995135000,-1785940000,4717183000,3675823000,1396297000,-7849168000,-9142293000,-392442000,-46152144000,50496867000,231519000,-4958493000,-1633986000,0,0,0,3406469000,1772483000,161039000,-10874139000,27747368000,38621507000,-7849168000,-9142293000,-16991461000
