date,symbol,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2024-12-31,TSM,FY,1173268000000,662796000000,0,1646205000,-4565590000,0,0,17073800000,-53939000000,-6967885000,1826177000000,-956006536000,-3738800000,-240622700000,186479600000,149145000000,-864842800000,29405000000,0,-3089177000,-363055000000,-9562000000,-346301000000,47165901000,662199247000,2127627000000,1465428000000,1826177000000,-956007000000,870170000000
2023-12-31,TSM,FY,838497664000,532190921000,0,544379000,-56852000000,29398598000,-29847940000,770712000,-57173370000,-72413664000,1241967300000,-949816825000,11752685000,-226281972000,170500597000,87724915000,-906120600000,93347400000,0,0,-291721852000,-6519748000,-204894200000,-8338800000,122613670000,1465427753000,1342814083000,1241967300000,-955398400000,286568900000
2022-12-31,TSM,FY,1144190718000,437254273000,0,302400000,122508599000,-32169900000,-28046827000,7594105000,175131221000,-93656750000,1610599188000,-1089626456000,17246906000,-237818185000,108980409000,10289091000,-1190928235000,82008600000,0,-871566000,-285234185000,3853153000,-200244032000,58396970000,277823891000,1342814083000,1064990192000,1610599188000,-1089626456000,520972732000
2021-12-31,TSM,FY,663126314000,422394869000,-105125902000,7800000,132466419000,177059191000,-55748914000,8298319000,2857823000,-708766000,1112160722000,-849436459000,-160703000,-259688416000,264364700000,8555015000,-836365863000,361517454000,0,0,-265786399000,40877383000,136608438000,-7583752000,404819553000,1064990200000,660170647000,1112160722000,-849436459000,262724263000
2020-12-31,TSM,FY,584777180000,331724691000,-58565844000,6600000,-28336654000,-8082708000,-54372211000,404607000,33713658000,-6939773000,822666212000,-521474525000,4326589000,-267249042000,267298227000,11317037000,-505781714000,172723700000,7269000,-7269000,-259303805000,-2035000000,-88615087000,-23498100000,204771311000,660170647000,455399336000,822666212000,-521474525000,301191687000
