date,symbol,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2024-12-31,XOM,FY,33680000000,23442000000,-865000000,0,-739000000,-6030000000,-1812000000,5627000000,1476000000,-496000000,55022000000,-24306000000,0,-3299000000,4987000000,2680000000,-19938000000,-5012000000,0,-19629000000,-16704000000,-1444000000,-42789000000,-676000000,-8381000000,23187000000,31568000000,55022000000,-24306000000,30716000000
2023-12-31,XOM,FY,36010000000,20641000000,634000000,611000000,-4255000000,4370000000,-3472000000,-4727000000,1471000000,442000000,55369000000,-21919000000,3308000000,-2995000000,0,1562000000,-20044000000,-239000000,0,-17748000000,-14941000000,-599000000,-33527000000,105000000,1903000000,31568000000,29665000000,55369000000,-21919000000,33450000000
2022-12-31,XOM,FY,57577000000,24040000000,3758000000,648000000,-194000000,-11019000000,-6947000000,18460000000,-688000000,-9032000000,76797000000,-18407000000,3772000000,-3090000000,-3772000000,6755000000,-14742000000,-7220000000,0,-15155000000,-14939000000,-1800000000,-37639000000,-78000000,22863000000,29665000000,6802000000,76797000000,-18407000000,58390000000
2021-12-31,XOM,FY,23598000000,20607000000,303000000,612000000,4162000000,-12098000000,-489000000,16820000000,-71000000,-1153000000,48129000000,-12076000000,2740000000,-2817000000,-2740000000,4658000000,-10235000000,-19654000000,0,-155000000,-14924000000,-690000000,-35423000000,-33000000,2438000000,6802000000,4364000000,48129000000,-12076000000,36053000000
2020-12-31,XOM,FY,-23251000000,20709000000,-8856000000,672000000,-1653000000,5384000000,-315000000,-7142000000,420000000,27047000000,14668000000,-17282000000,999000000,-4857000000,0,2681000000,-18459000000,20141000000,0,-405000000,-14865000000,414000000,5285000000,-219000000,1275000000,4364000000,3089000000,14668000000,-17282000000,-2614000000
