date,symbol,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio
2024-12-31,PYPL,FY,31797000000,17139000000,14658000000,2979000000,2147000000,2001000000,4148000000,2206000000,9333000000,26472000000,662000000,382000000,1032000000,6743000000,5325000000,4000000,5329000000,1182000000,4147000000,0.1304211089
2023-12-31,PYPL,FY,29771000000,16067000000,13704000000,2973000000,2059000000,1809000000,3868000000,1835000000,8676000000,24743000000,480000000,347000000,1072000000,6830000000,5028000000,383000000,5411000000,1165000000,4246000000,0.1426220147
2022-12-31,PYPL,FY,27518000000,13745000000,13773000000,3253000000,2099000000,2257000000,4356000000,2120000000,9729000000,23474000000,174000000,304000000,1317000000,4987000000,3837000000,-471000000,3366000000,947000000,2419000000,0.0879060978
2021-12-31,PYPL,FY,25371000000,11375000000,13996000000,3038000000,2114000000,2445000000,4559000000,2075000000,9672000000,21047000000,57000000,232000000,1265000000,5596000000,4262000000,-163000000,4099000000,-70000000,4169000000,0.1643214694
2020-12-31,PYPL,FY,21454000000,9675000000,11779000000,2642000000,2070000000,1861000000,3931000000,1778000000,8351000000,18026000000,88000000,209000000,1189000000,6463000000,3289000000,1776000000,5065000000,863000000,4202000000,0.1958609117
