date,symbol,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2024-07-27,CSCO,FY,10320000000,2507000000,-972000000,3074000000,-4298000000,-213000000,275000000,-90000000,-4270000000,249000000,10880000000,-670000000,-25994000000,-4514000000,10705000000,-5000000,-20478000000,19330000000,714000000,-6779000000,-6384000000,-37000000,6844000000,-31000000,-2785000000,8842000000,11627000000,10880000000,-670000000,10210000000
2023-07-29,CSCO,FY,12613000000,1726000000,-2085000000,2353000000,5042000000,734000000,-1069000000,27000000,5350000000,237000000,19886000000,-849000000,-301000000,-11056000000,7122000000,-23000000,-5107000000,-1102000000,700000000,-4890000000,-6302000000,-32000000,-11626000000,-105000000,3048000000,11627000000,8579000000,19886000000,-849000000,19037000000
2022-07-30,CSCO,FY,11812000000,1957000000,-309000000,1886000000,-1722000000,-1009000000,-1030000000,-55000000,372000000,-398000000,13226000000,-477000000,-373000000,-6256000000,8583000000,76000000,1553000000,-1895000000,660000000,-8381000000,-6224000000,-782000000,-15962000000,-180000000,-1363000000,8579000000,9942000000,13226000000,-477000000,12749000000
2021-07-31,CSCO,FY,10591000000,1862000000,-384000000,1761000000,1984000000,-107000000,-244000000,-53000000,2388000000,-360000000,15454000000,-692000000,-7038000000,-9503000000,11976000000,-28000000,-5285000000,-3005000000,643000000,-3513000000,-6163000000,-1000000,-12097000000,58000000,-1870000000,9942000000,11812000000,15454000000,-692000000,14762000000
2020-07-25,CSCO,FY,11214000000,1808000000,-38000000,1569000000,918000000,-107000000,84000000,141000000,800000000,-45000000,15426000000,-770000000,-327000000,-9402000000,13830000000,169000000,3500000000,-10190000000,655000000,-3386000000,-6016000000,-3419000000,-18856000000,-30000000,40000000,11812000000,11772000000,15426000000,-770000000,14656000000
