date,symbol,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio
2024-12-31,CPRX,FY,491734000,68845000,422889000,12648000,66396000,111344000,177740000,37377000,227765000,296610000,0,0,37774000,232898000,195124000,21139000,216263000,52374000,163889000,0.3332879158
2023-12-31,CPRX,FY,398204000,84532000,313672000,93150000,47021000,86689000,133710000,0,259425000,311392000,0,0,32881000,119693000,86812000,7699000,94511000,23101000,71410000,0.1793301926
2022-12-31,CPRX,FY,214203000,34393000,179810000,19789000,28714000,29469000,58183000,2881000,77972000,112365000,0,0,1486000,101838000,101838000,2881000,104719000,21640000,83079000,0.3878517108
2021-12-31,CPRX,FY,140833000,21884000,118949000,16936000,23477000,26151000,49628000,282000,66564000,88448000,282000,0,484000,52385000,52385000,282000,52667000,13185000,39482000,0.2803462257
2020-12-31,CPRX,FY,119072803,17039157,102033646,16496715,20666533,23567221,44233754,586897,60730469,77769626,587000,0,885317,41303177,41303177,586897,41890074,-33092926,74983000,0.6297239849
