date,symbol,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio
2024-12-31,SHOP,FY,8880000000,4408000000,4472000000,1367000000,410000000,1393000000,1803000000,227000000,3397000000,7805000000,308000000,0,36000000,1111000000,1075000000,1153000000,2228000000,209000000,2019000000,0.2273648649
2023-12-31,SHOP,FY,7060000000,3545000000,3515000000,1730000000,491000000,1220000000,1711000000,1492000000,4933000000,8478000000,241000000,0,70000000,-8000000,-1418000000,1603000000,185000000,53000000,132000000,0.0186968839
2022-12-31,SHOP,FY,5600000000,2846000000,2754000000,1503000000,708000000,1230000000,1938000000,135000000,3576000000,6422000000,76005000,1150000,93000000,-729000000,-822000000,-2801000000,-3623000000,-163000000,-3460000000,-0.6178571429
2021-12-31,SHOP,FY,4611856000,2130712000,2481144000,854383000,374844000,901557000,1276401000,81717000,2212501000,4343213000,15356000,3462000,65725000,3182145000,268643000,2871949000,3140592000,225933000,2914659000,0.6319926294
2020-12-31,SHOP,FY,2929491000,1387971000,1541520000,552127000,245343000,602048000,847391000,51849000,1451367000,2839338000,23434000,8575000,73761000,234655000,90153000,150211000,240364000,-79145000,319509000,0.1090663873
