date,symbol,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio
2024-12-31,BILI,FY,26831525000,18057562000,8773963000,3685214000,2031063000,4401655000,6432718000,0,10117932000,28175494000,434980000,89193000,2501165000,1190163000,-1343969000,-56226000,-1400195000,-36544000,-1346800000,-0.050194687
2023-12-31,BILI,FY,22527987000,17086122000,5441865000,4467470000,2122432000,3916150000,6038582000,0,10506052000,27592174000,542472000,164927000,2899686000,-1668395000,-5064187000,331179000,-4733008000,78705000,-4822321000,-0.2140591168
2022-12-31,BILI,FY,21899167000,18049872000,3849295000,4765360000,2521134000,4920745000,7441879000,157944000,12207239000,30257111000,281051000,250923000,3566072000,-5021167000,-8357944000,954436000,-7403508000,104145000,-7507653000,-0.3428282455
2021-12-31,BILI,FY,19383684000,15340537000,4043147000,2839862000,1837506000,5794853000,7632359000,10411000,10472221000,25812758000,70367000,155467000,2603700000,-3954283000,-6429074000,-284376000,-6713450000,95289000,-6808739000,-0.3512613495
2020-12-31,BILI,FY,11998976000,9158800000,2840176000,1512966000,976082000,3492091000,4468173000,95641000,5981139000,15139939000,83301000,108547000,1817876000,-1074225000,-3140963000,140315000,-3000648000,53369000,-3054017000,-0.254523136
