date,symbol,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow
2024-12-31,ETSY,FY,303281000,108074000,-14445000,282847000,79724000,72666000,0,-72604000,79662000,-7012000,752469000,-14208000,0,-330763000,321160000,-29290000,-53101000,-6091000,0,-723899000,0,-57178000,-787168000,-15345000,-103145000,811178000,914323000,752469000,-14208000,738261000
2023-12-31,ETSY,FY,307568000,91323000,-50086000,284558000,-23704000,-45394000,-10677000,31910000,457000,95854000,705513000,-39908000,0,-342850000,309451000,0,-73307000,-6368000,0,-576968000,0,-73197000,-656533000,12031000,-12296000,914323000,926619000,705513000,-39908000,665605000
2022-12-31,ETSY,FY,-694288000,96702000,-55303000,230888000,40466000,-34626000,0,21102000,53990000,1065147000,683612000,-30743000,0,-270345000,277520000,-6456000,-30024000,-6351000,0,-425727000,0,-74406000,-506484000,-6022000,141082000,926619000,785537000,683612000,-30743000,652869000
2021-12-31,ETSY,FY,493507000,74267000,-88952000,139910000,23883000,-103197000,55867000,69772000,1441000,8936000,651551000,-28170000,-1699974000,-418518000,590630000,-1937000,-1557969000,947236000,0,-302774000,0,-191713000,452749000,-10234000,-463903000,785537000,1249440000,651551000,-28170000,623381000
2020-12-31,ETSY,FY,349246000,58189000,2202000,65114000,124197000,-112681000,128875000,104691000,3312000,80008000,678956000,-7110000,0,-499237000,495848000,-880000,-11379000,503621000,0,-268653000,0,-115686000,119282000,13947000,800806000,1249440000,448634000,678956000,-7110000,671846000
