date,symbol,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio
2024-12-31,MRNA,FY,3236000000,1464000000,1772000000,4543000000,0,0,1174000000,0,5717000000,7181000000,425000000,24000000,189000000,-3394000000,-3945000000,338000000,-3607000000,-46000000,-3561000000,-1.1004326329
2023-12-31,MRNA,FY,6848000000,4693000000,2155000000,4845000000,1345000000,204000000,1549000000,-94000000,6300000000,11087000000,421000000,38000000,621000000,-3283000000,-4239000000,297000000,-3942000000,772000000,-4714000000,-0.6883761682
2022-12-31,MRNA,FY,19263000000,5416000000,13847000000,3295000000,1011000000,121000000,1132000000,-45000000,4427000000,9843000000,200000000,29000000,348000000,9768000000,9420000000,155000000,9575000000,1213000000,8362000000,0.4340964543
2021-12-31,MRNA,FY,17736000000,2617000000,15119000000,1991000000,0,0,567000000,-735000000,1823000000,4440000000,18000000,18000000,232000000,13528000000,13296000000,-11000000,13285000000,1083000000,12202000000,0.6879792512
2020-12-31,MRNA,FY,274490000,7933000,266557000,1370339000,0,0,188267000,-528905000,1029701000,1037634000,24715000,9886000,31251000,-732000000,-763144000,18631000,-744513000,2551000,-747064000,-2.7216437757
