date,symbol,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio
2024-12-31,RIVN,FY,4970000000,6170000000,-1200000000,1613000000,0,0,1876000000,0,3489000000,9659000000,385000000,318000000,1031000000,-3392000000,-4689000000,-52000000,-4741000000,5000000,-4747000000,-0.9551307847
2023-12-31,RIVN,FY,4434000000,6464000000,-2030000000,1995000000,0,0,1714000000,0,3709000000,10173000000,522000000,220000000,937000000,-4274000000,-5739000000,308000000,-5431000000,1000000,-5432000000,-1.2250789355
2022-12-31,RIVN,FY,1658000000,4781000000,-3123000000,1944000000,0,0,1789000000,18000000,3733000000,8514000000,193000000,103000000,652000000,-5993000000,-6856000000,108000000,-6748000000,4000000,-6752000000,-4.0723763571
2021-12-31,RIVN,FY,55000000,520000000,-465000000,1850000000,0,0,1242000000,663000000,3755000000,4275000000,3000000,29000000,197000000,-4462000000,-4220000000,-468000000,-4688000000,28000000,-4716000000,-85.7454545455
2020-12-31,RIVN,FY,0,29000000,-29000000,766000000,0,0,255000000,1000000,1021000000,1021000000,10000000,8000000,29000000,-992000000,-1021000000,3000000,-1018000000,9000000,-1027000000,
