date,symbol,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio
2024-12-31,KO,FY,47061000000,18324000000,28737000000,0,286000000,7671000000,7957000000,10788000000,18745000000,32906000000,988000000,1656000000,1075000000,15814000000,9992000000,3094000000,13086000000,2437000000,10631000000,0.2258983022
2023-12-31,KO,FY,45754000000,18520000000,27234000000,0,254000000,7609000000,7863000000,8060000000,15928000000,34377000000,907000000,1527000000,1128000000,15621000000,11311000000,1641000000,12952000000,2249000000,10714000000,0.2341653189
2022-12-31,KO,FY,43004000000,18000000000,25004000000,0,356000000,7086000000,12880000000,1215000000,14095000000,32095000000,449000000,882000000,1260000000,13807000000,10909000000,777000000,11686000000,2115000000,9542000000,0.2218863362
2021-12-31,KO,FY,38655000000,15357000000,23298000000,0,337000000,6672000000,12144000000,846000000,12990000000,28347000000,276000000,1597000000,1452000000,14537000000,10308000000,2117000000,12425000000,2621000000,9771000000,0.252774544
2020-12-31,KO,FY,33014000000,13433000000,19581000000,0,126000000,5415000000,9731000000,853000000,10584000000,24017000000,370000000,1437000000,1536000000,12659000000,8997000000,752000000,9749000000,1981000000,7747000000,0.2346580239
