date,symbol,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeRatio
2024-05-31,TLRY,FY,788942000,565591000,223351000,635000,171556000,79166000,250722000,146739000,398096000,963687000,12831000,49264000,126913000,-72843000,-174745000,-74275000,-249020000.0,-26616000,-244981000.0,-0.3105183905
2023-05-31,TLRY,FY,627124000,480164000,146960000,682000,165159000,65777000,230936000,-66909000,325107000,805271000,33025000,13587000,130149000,-889521000,-1369685000,-80496000,-1450181000.0,-7181000,-1443000000.0,-2.3009803484
2022-05-31,TLRY,FY,628372000,511555000,116817000,1518000,162801000,65860000,228661000,115191000,345370000,856925000,11736000,39680000,115191000,-246402000,153295000,169727000,-440674000.0,-6542000,-434132000.0,-0.690883744
2021-05-31,TLRY,FY,513085000,389903000,123182000,830000,111575000,44115000,155690000,35221000,191741000,581644000,2926000,30903000,35221000,-218358000,-4947000,-212815000,-344986000.0,-8972000,-336014000.0,-0.6548895407
2020-05-31,TLRY,FY,390996128,253313819,137682309,1851384,88299076,29923507,118222584,15678372,135752341,389066161,5788460,24783176,15678372,-18398939,51483342,-5176000,-58192448.830989,2823938,-61016387.060494006,-0.1560536862
